Job Opening ID,Featured Jobs,Remote,Posting Date,Posting Title,Company,Industry,Job Type,Salary,Location,City,State,Zip Code,Country,Full Address,Latitude,Longitude,Job Discription,Job Details Link,Send Applications to  (Email/URL),Company Logo,Status
RH105402,Yes,Yes,01/17/22,Territory Manager  ,Cannaclusive,Wellness,Full-Time,See Details,Remote,Remote,,,United States,Remote Remote MA  United States,42.4072107,-71.3824374,We’re looking for a self-starter who will drive initiatives with minimal supervision and prioritize high impact work. Your aptitude to learn new skills and solve challenging problems enables you to thrive in an entrepreneurial environment that requires comfort with the unexpected. Your ability to play well with others informs everything you do.,https://docs.google.com/document/d/1w1jod7hq1DmRibSKsrSupZeHYBPNeWFYcZyZBK4FKIc/edit,,https://drive.google.com/uc?export=view&id=14mBXROMv_5V4bGAPuveW5EOxKD0UaUPw,Loading...
RH105404,Yes,Yes,01/14/22,Account Manager,Cannaclusive,Wellness,Full-Time,See Details,Remote,Remote,,,United States,Remote Remote IL  United States,40.63,-89.3985283,We’re looking for a self-starter who will drive initiatives with minimal supervision and prioritize high impact work. Your aptitude to learn new skills and solve challenging problems enables you to thrive in an entrepreneurial environment that requires comfort with the unexpected. Your ability to play well with others informs everything you do.,https://docs.google.com/document/d/1Y2m6N17JUF5s-mM6xkEh83yYD7gfXUCAH8QlleB9VL0/edit,,https://drive.google.com/uc?export=view&id=14mBXROMv_5V4bGAPuveW5EOxKD0UaUPw,Loading...
RH105407,Yes,,01/13/22,FIELD MARKETING ASSOCIATE ,Cannaclusive,Wellness,Full-Time,See Details,"Boston, MA",Boston,MA,,United States,"Boston, MA Boston MA  United States",42.3,-71.0588801,"In every region Cann operates, there’s a local team at the heart of it. As a Cann Field Marketing Coordinator, you will be the hyper-local face to an increasingly national brand. The Field Marketing Coordinator supports the Director of Field Marketing in building brand awareness and a strong",https://docs.google.com/document/d/1yhLhxgsapfKre7g5Qq2gDqwdohuV4qRhBL3jyoBF0Eg/edit,,https://drive.google.com/uc?export=view&id=14mBXROMv_5V4bGAPuveW5EOxKD0UaUPw,Loading...
RH105409,Yes,Yes,01/09/22,General Manager,Cannaclusive,Wellness,Full-Time,See Details,Remote,Remote,,,United States,Remote Remote IL  United States,40.64,-89.3985283,We’re looking for a self-starter who will drive initiatives with minimal supervision and prioritize high-impact work. Your aptitude to learn new skills and solve challenging problems enables you to thrive in an entrepreneurial environment that requires comfort with the unexpected. Your ability to play well with others informs everything you do.,https://docs.google.com/document/d/18chVf7atb8L9kTYRm7_dIBQrK-yPNeJd4bVVVBQ8LfA/edit,,https://drive.google.com/uc?export=view&id=14mBXROMv_5V4bGAPuveW5EOxKD0UaUPw,Loading...
RH105408,Yes,Yes,01/08/22,Social Media Associate Job Description,Cannaclusive,Wellness,Part-Time,See Details,Remote,Remote,,,United States,Remote OH  United States,39.99601921,-82.96337055,"As Cannaclusive's Social Media Associate you will aid with driving brand awareness, creating informative and eye catching content, and interacting with varied audience members across all social media platforms we utilize.",https://docs.google.com/document/d/1t7XW6hFyzxJPXOAyoHyEQY3nHhTud1ILIofo3p1ntrU/edit#,,https://drive.google.com/uc?export=view&id=14mBXROMv_5V4bGAPuveW5EOxKD0UaUPw,#ERROR!
RH105405,Yes,,01/08/22,FIELD MARKETING ASSOCIATE ,Cannaclusive,Wellness,Full-Time,See Details,"Las Vegas, NV",Las Vegas,NV,,United States,"Las Vegas, NV Las Vegas NV  United States",36.1,-115.1398296,"In every region Cann operates, there’s a local team at the heart of it. As a Cann Field Marketing Coordinator, you will be the hyper-local face to an increasingly national brand. The Field Marketing Coordinator supports the Director of Field Marketing in building brand awareness and a strong ",https://docs.google.com/document/d/1yhLhxgsapfKre7g5Qq2gDqwdohuV4qRhBL3jyoBF0Eg/edit,,https://drive.google.com/uc?export=view&id=14mBXROMv_5V4bGAPuveW5EOxKD0UaUPw,Loading...
RH105403,Yes,Yes,01/05/22,Sr. Director  ,Cannaclusive,Wellness,Full-Time,See Details,Remote,Remote,,,United States,Remote Remote AZ  United States,34.0489281,-111.0937311,"We’re looking for a self-starter who will drive initiatives with minimal supervision and prioritize high-impact work. Your aptitude to learn new skills and solve challenging problems enables you to thrive in an entrepreneurial environment that requires comfort with the unexpected. Your ability to play well with others informs everything you do.",https://docs.google.com/document/d/1O6iVTzwb4apbRrsNWGBVdRBQfDJ6NNe6Cy9VQei6TOk/edit,,https://drive.google.com/uc?export=view&id=14mBXROMv_5V4bGAPuveW5EOxKD0UaUPw,Loading...
,Yes,,01/23/22,Postharvest Manager,Holistic Industries,Wellness,,,"Madison Heights, MI",,,,United States,"Madison Heights, MI    United States",42.4858692,-83.1052028,,http://jobviewtrack.com/en-gb/job-131d41604c0a0e09420621525b555651/3809baca79354ff88e897367aceb0f42.html?affid=e7a8839aa0672d93a3c52df41a2ecb62,,https://drive.google.com/uc?export=view&id=17F1bcfazLAUSZuQ9GYs5NYcs6IpCspNo,
,Yes,,01/22/22,Laboratory Technician,Holistic Industries,Wellness,,,"Kansas City, MO",,,,United States,"Kansas City, MO    United States",39.0997265,-94.5785667,,http://jobviewtrack.com/en-gb/job-1c4f41614c06001c46004f1111413a0206481a010a1a4b453f79480707004e17490206632206074f06091d1c58523c1c19525c5e/b997757f4ff69880e8ccfb6a18a78a96.html?affid=e7a8839aa0672d93a3c52df41a2ecb62,,https://drive.google.com/uc?export=view&id=17F1bcfazLAUSZuQ9GYs5NYcs6IpCspNo,
,Yes,,01/22/22,"RN Administrator - Eating Disorder, Residential",Holistic Industries,Wellness,,,"Seattle, WA",,,,United States,"Seattle, WA    United States",47.6062095,-122.3320708,,http://jobviewtrack.com/en-gb/job-1c1c41684c1006004054640a1b0e1c030052543a27716f4a494443034f2a4e074f110c041c65374507010d16445f544c41442e0a4a1d4e0a1b151c06114f066a3b3d0a6a5940440a061d5306411707136c3500531d0c0c1d5e425c410d36216f1547155059/83281547ff4c2ed72dc14cfd581e212e.html?affid=e7a8839aa0672d93a3c52df41a2ecb62,,https://drive.google.com/uc?export=view&id=17F1bcfazLAUSZuQ9GYs5NYcs6IpCspNo,
,Yes,,01/22/22,Dispensary Associate - Gainesville,Holistic Industries,Wellness,,,"Gainesville, FL",,,,United States,"Gainesville, FL    United States",29.6516344,-82.3248262,,http://jobviewtrack.com/en-gb/job-181e416c5e17000d4e1554066a25071415451a1b0801532a05141851/96a1579d579a02b01a62fb120b48ca30.html?affid=e7a8839aa0672d93a3c52df41a2ecb62,,https://drive.google.com/uc?export=view&id=17F1bcfazLAUSZuQ9GYs5NYcs6IpCspNo,
,Yes,,01/22/22,Machine Operator,Holistic Industries,Wellness,,,"Aurora, IL",,,,United States,"Aurora, IL    United States",41.7605849,-88.3200715,,http://jobviewtrack.com/en-gb/job-1e4841604c0707074911002c18041c06114f066a26034f595c5942166d234617480a06046f5e5c1343/0ace7b03885741f8eb76f77dbfe7ed61.html?affid=e7a8839aa0672d93a3c52df41a2ecb62,,https://drive.google.com/uc?export=view&id=17F1bcfazLAUSZuQ9GYs5NYcs6IpCspNo,
,Yes,,01/22/22,Fulfillment Manager,Holistic Industries,Wellness,,,"Monson, MA",,,,United States,"Monson, MA    United States",42.1042451,-72.3189519,,http://jobviewtrack.com/en-gb/job-1c4a416b580809074b184d0606154e2a044e150f0c0128665c434c030a1c2532550f0e08020b08451a1c684218120d1c/a8b257a538e0801dc3de3a3b0cebd6ff.html?affid=e7a8839aa0672d93a3c52df41a2ecb62,,https://drive.google.com/uc?export=view&id=17F1bcfazLAUSZuQ9GYs5NYcs6IpCspNo,
,Yes,,01/21/22,Building Engineer,Holistic Industries,Wellness,,,"Kansas City, MO",,,,United States,"Kansas City, MO    United States",39.0997265,-94.5785667,,http://jobviewtrack.com/en-gb/job-1d1c416f580d030a4e1a47432d0f090e0b45111a6b36444c544348011d6c6501490f0c0800006411405e5a43/b273e96b6b90139a8847e9f36aab596c.html?affid=e7a8839aa0672d93a3c52df41a2ecb62,,https://drive.google.com/uc?export=view&id=17F1bcfazLAUSZuQ9GYs5NYcs6IpCspNo,
,Yes,,01/21/22,Building Engineer,Holistic Industries,Wellness,,,"Madison Heights, MI",,,,United States,"Madison Heights, MI    United States",42.4858692,-83.1052028,,http://jobviewtrack.com/en-gb/job-1f1a416f580d030a4e1a47432d0f090e0b45111a6b36444c544348011d6c6501490f0c0800006411475c5145/e00aed6ae87d571ed8fd69b95354fbc6.html?affid=e7a8839aa0672d93a3c52df41a2ecb62,,https://drive.google.com/uc?export=view&id=17F1bcfazLAUSZuQ9GYs5NYcs6IpCspNo,
,Yes,,01/20/22,Cultivation Janitorial Maintenance,Holistic Industries,Wellness,,,"Monson, MA",,,,United States,"Monson, MA    United States",42.1042451,-72.3189519,,http://jobviewtrack.com/en-gb/job-121941674c0a061a48064902044123060c4e000d07124448582f6005060053114e0206020b652f411a011d1c58425c412f271a02531d56021c080109641146515942/0672b013fae75c443dd8ac525e48d752.html?affid=e7a8839aa0672d93a3c52df41a2ecb62,,https://drive.google.com/uc?export=view&id=17F1bcfazLAUSZuQ9GYs5NYcs6IpCspNo,
,Yes,,01/20/22,Kitchen Technician,Holistic Industries,Wellness,,,"Kansas City, MO",,,,United States,"Kansas City, MO    United States",39.0997265,-94.5785667,,http://jobviewtrack.com/en-gb/job-4b1e416644100c06421a00370d0206090c431d0907717e4e5e45430d0c07461a222801150d0f004e75595d45191b/0726f1a25408e59d41c322cfae1dfce4.html?affid=e7a8839aa0672d93a3c52df41a2ecb62,,https://drive.google.com/uc?export=view&id=17F1bcfazLAUSZuQ9GYs5NYcs6IpCspNo,
,Yes,,01/20/22,Liberty Lead,Holistic Industries,Wellness,,,"Kansas City, MO",,,,United States,"Kansas City, MO    United States",39.0997265,-94.5785667,,http://jobviewtrack.com/en-gb/job-4c48416148050b6c6b1d42061a1517665414425b59/10740b460199a5983c501d28868c287e.html?affid=e7a8839aa0672d93a3c52df41a2ecb62,,https://drive.google.com/uc?export=view&id=17F1bcfazLAUSZuQ9GYs5NYcs6IpCspNo,
,Yes,,01/20/22,Postharvest Associate,Holistic Industries,Wellness,,,"Kansas City, MO",,,,United States,"Kansas City, MO    United States",39.0997265,-94.5785667,,http://jobviewtrack.com/en-gb/job-191a416c5e17000d4e15540669505a515610/0c9df5bd65292387a846cf7ff0a61d71.html?affid=e7a8839aa0672d93a3c52df41a2ecb62,,https://drive.google.com/uc?export=view&id=17F1bcfazLAUSZuQ9GYs5NYcs6IpCspNo,
,Yes,,01/19/22,Postharvest Supervisor,Holistic Industries,Wellness,,,"Kansas City, MO",,,,United States,"Kansas City, MO    United States",39.0997265,-94.5785667,,http://jobviewtrack.com/en-gb/job-1e48417e58140a1c511d530c1a605f53531344/f19e2575091f2486a93b5e0fe014d92b.html?affid=e7a8839aa0672d93a3c52df41a2ecb62,,https://drive.google.com/uc?export=view&id=17F1bcfazLAUSZuQ9GYs5NYcs6IpCspNo,
,Yes,,12/22/21,Laboratory Technician,Holistic Industries,Wellness,,,"Kansas City, MO",,,,United States,"Kansas City, MO    United States",39.0997265,-94.5785667,,http://jobviewtrack.com/en-gb/job-1c4f41614c06001c46004f1111413a0206481a010a1a4b453f79480707004e17490206632206074f06091d1c58523c1c19525c5e/46f1ae38a2d2e9b1685e028e07bf14ec.html?affid=e7a8839aa0672d93a3c52df41a2ecb62,,https://drive.google.com/uc?export=view&id=17F1bcfazLAUSZuQ9GYs5NYcs6IpCspNo,
,Yes,,12/22/21,Postharvest Associate,Holistic Industries,Wellness,,,"Kansas City, MO",,,,United States,"Kansas City, MO    United States",39.0997265,-94.5785667,,http://jobviewtrack.com/en-gb/job-191a416c5e17000d4e15540669505a515610/054b07367f8caeabc63c9d6b2538f120.html?affid=e7a8839aa0672d93a3c52df41a2ecb62,,https://drive.google.com/uc?export=view&id=17F1bcfazLAUSZuQ9GYs5NYcs6IpCspNo,
,Yes,,12/22/21,Delivery Associate,Holistic Industries,Wellness,,,"New Castle, PA",,,,United States,"New Castle, PA    United States",41.0036719,-80.347009,,http://jobviewtrack.com/en-gb/job-134d4169480806184206596129121d080649151c0c721b120b191b/f3c51a98588ff237dc1f6c4bbc149482.html?affid=e7a8839aa0672d93a3c52df41a2ecb62,,https://drive.google.com/uc?export=view&id=17F1bcfazLAUSZuQ9GYs5NYcs6IpCspNo,
,Yes,,12/22/21,Fulfillment Manager,Holistic Industries,Wellness,,,"Monson, MA",,,,United States,"Monson, MA    United States",42.1042451,-72.3189519,,http://jobviewtrack.com/en-gb/job-1c4a416b580809074b184d0606154e2a044e150f0c0128665c434c030a1c2532550f0e08020b08451a1c684218120d1c/392275f6d5060765273d72cba5f71a4b.html?affid=e7a8839aa0672d93a3c52df41a2ecb62,,https://drive.google.com/uc?export=view&id=17F1bcfazLAUSZuQ9GYs5NYcs6IpCspNo,
,Yes,,12/22/21,Postharvest Supervisor,Holistic Industries,Wellness,,,"Kansas City, MO",,,,United States,"Kansas City, MO    United States",39.0997265,-94.5785667,,http://jobviewtrack.com/en-gb/job-1e48417e58140a1c511d530c1a605f53531344/098c2fc8d3e4bcd5a5a16e1f98bc774a.html?affid=e7a8839aa0672d93a3c52df41a2ecb62,,https://drive.google.com/uc?export=view&id=17F1bcfazLAUSZuQ9GYs5NYcs6IpCspNo,
,Yes,,12/22/21,Postharvest Associate,Holistic Industries,Wellness,,,"New Castle, PA",,,,United States,"New Castle, PA    United States",41.0036719,-80.347009,,http://jobviewtrack.com/en-gb/job-1e4f416c5e17000d4e155406695057515116/49f35a9b6cdb0248c995a65ca809a4d2.html?affid=e7a8839aa0672d93a3c52df41a2ecb62,,https://drive.google.com/uc?export=view&id=17F1bcfazLAUSZuQ9GYs5NYcs6IpCspNo,
,Yes,,12/22/21,Kitchen Technician,Holistic Industries,Wellness,,,"Kansas City, MO",,,,United States,"Kansas City, MO    United States",39.0997265,-94.5785667,,http://jobviewtrack.com/en-gb/job-4b1e416644100c06421a00370d0206090c431d0907717e4e5e45430d0c07461a222801150d0f004e75595d45191b/353531029c534fd9d292c38b08457e13.html?affid=e7a8839aa0672d93a3c52df41a2ecb62,,https://drive.google.com/uc?export=view&id=17F1bcfazLAUSZuQ9GYs5NYcs6IpCspNo,
,Yes,,12/21/21,NY - Facilities & Maintenance Technician II (2nd Shift),Holistic Industries,Wellness,,,"New York City, NY",,,,United States,"New York City, NY    United States",40.7127753,-74.0059728,,http://jobviewtrack.com/en-gb/job-1f12416b4c0706024e0049061b4123060c4e000d07124448580d79010c06491d430a090f6c3300431c060010434a530d1f0a0b4e741c49051c6323060c4e000d07124448580d1f0a0b4e741c49051c6323060c4e000d07124448580d79010c06491d430a090f4e2e2c2246060d537943544b59655e58104c13/0636a840dd1ff21317224cf62d23d2ed.html?affid=e7a8839aa0672d93a3c52df41a2ecb62,,https://drive.google.com/uc?export=view&id=17F1bcfazLAUSZuQ9GYs5NYcs6IpCspNo,
,Yes,,12/21/21,Cultivation Custodian,Holistic Industries,Wellness,,,"Monson, MA",,,,United States,"Monson, MA    United States",42.1042451,-72.3189519,,http://jobviewtrack.com/en-gb/job-1e1f416e58171b01431d410d6a221b0b114902091d1a45453c1c1f5d5f5f/d2836fda4d11e67d00f148edd74c01eb.html?affid=e7a8839aa0672d93a3c52df41a2ecb62,,https://drive.google.com/uc?export=view&id=17F1bcfazLAUSZuQ9GYs5NYcs6IpCspNo,
,Yes,,12/21/21,Building Engineer,Holistic Industries,Wellness,,,"Madison Heights, MI",,,,United States,"Madison Heights, MI    United States",42.4858692,-83.1052028,,http://jobviewtrack.com/en-gb/job-1f1a416f580d030a4e1a47432d0f090e0b45111a6b36444c544348011d6c6501490f0c0800006411475c5145/59d8c9433c8107a5a8bb788b3f58a9dd.html?affid=e7a8839aa0672d93a3c52df41a2ecb62,,https://drive.google.com/uc?export=view&id=17F1bcfazLAUSZuQ9GYs5NYcs6IpCspNo,
,Yes,,12/20/21,Wellness Guide (Budtender),Holistic Industries,Wellness,,,"Aliquippa, PA",,,,United States,"Aliquippa, PA    United States",40.615537,-80.2621852,,http://jobviewtrack.com/en-gb/job-4f1f417a48080300420753612f14070300214550504618/d07cfa52aea9b787661225f4999308ca.html?affid=e7a8839aa0672d93a3c52df41a2ecb62,,https://drive.google.com/uc?export=view&id=17F1bcfazLAUSZuQ9GYs5NYcs6IpCspNo,
,Yes,,12/19/21,Brand/Customer Success Representative,Holistic Industries,Wellness,,,"Ann Arbor, MI",,,,United States,"Ann Arbor, MI    United States",42.2808256,-83.7430378,,http://jobviewtrack.com/en-gb/job-134f416f5f05010a072645131a041d020b54151c00054f297e585e100003420600310d111c0216451a1c0807435d582f6e111c1a4819451148321b040645071b6b305f58494240011d6c6506410d0c605f5454144c/cfca22d3babee4118c9fd2ea4ed9d9bc.html?affid=e7a8839aa0672d93a3c52df41a2ecb62,,https://drive.google.com/uc?export=view&id=17F1bcfazLAUSZuQ9GYs5NYcs6IpCspNo,
,Yes,,12/19/21,Liberty Lead,Holistic Industries,Wellness,,,"Rolla, MO",,,,United States,"Rolla, MO    United States",37.948544,-91.7715303,,http://jobviewtrack.com/en-gb/job-1d1d416148050b6c6b1d42061a1517665414435e5e/3b26c43922543b672c3e13e23cecf916.html?affid=e7a8839aa0672d93a3c52df41a2ecb62,,https://drive.google.com/uc?export=view&id=17F1bcfazLAUSZuQ9GYs5NYcs6IpCspNo,
,Yes,,,Accounts Payable Specialist,Holistic Industries,Wellness,,,"Westborough, MA",,,,United States,"Westborough, MA    United States",42.2695216,-71.6161294,,http://jobviewtrack.com/en-gb/job-494f416c4e07001b4900534338001706074c11483a034f48544c410d1c1a25354300071400131600240910124847582f6c070c01521a541048321e020649150400005e297c4e4e0b1a005307223309180f05094575595a421a1a/4e7be3902cdd3712afd74edca7cc7879.html?affid=e7a8839aa0672d93a3c52df41a2ecb62,,https://drive.google.com/uc?export=view&id=17F1bcfazLAUSZuQ9GYs5NYcs6IpCspNo,
,Yes,,,Assistant Facility Operations Manager,Holistic Industries,Wellness,,,"Kansas City, MO",,,,United States,"Kansas City, MO    United States",39.0997265,-94.5785667,,http://jobviewtrack.com/en-gb/job-481b416c5e17061d53154e17482e1e0217410001061d590b704c4305080b557661101b081d13044e00482f1249425144591d4f23461a41040d136c2104431d040007530b725d48160e1a4e1b4e10482c0f090447111a6b3c5a4e4f4c590d000054546d02060009021722351b1a1a595f5c435944220f491547061a605f53531344/67b622db9d0bac753ae92f5dc9937930.html?affid=e7a8839aa0672d93a3c52df41a2ecb62,,https://drive.google.com/uc?export=view&id=17F1bcfazLAUSZuQ9GYs5NYcs6IpCspNo,
,Yes,,,Assistant General Manager,Holistic Industries,Wellness,,,"San Francisco, CA",,,,United States,"San Francisco, CA    United States",37.7749295,-122.4194155,,http://jobviewtrack.com/en-gb/job-4f1d416c5e17061d53154e1748260b0900521504493e4b455c4a48166d29421a4511090d4e2a044e150f0c01286a4e5e44171b0f4900002e090f0f000052762f0c1d4f595c410d251c1d4e07540206156c2a044e150f0c012b1c0b1518/500cb3e21e6b6ae93c8c7f3f0d83a549.html?affid=e7a8839aa0672d93a3c52df41a2ecb62,,https://drive.google.com/uc?export=view&id=17F1bcfazLAUSZuQ9GYs5NYcs6IpCspNo,
,Yes,,,Building Engineer,Holistic Industries,Wellness,,,"New Castle, PA",,,,United States,"New Castle, PA    United States",41.0036719,-80.347009,,http://jobviewtrack.com/en-gb/job-1f18416f580d030a4e1a47432d0f090e0b45111a6b36444c544348011d6c6501490f0c08000064114d5e5d45/9b7810eccbc65dbd34245e0d8cfdaa00.html?affid=e7a8839aa0672d93a3c52df41a2ecb62,,https://drive.google.com/uc?export=view&id=17F1bcfazLAUSZuQ9GYs5NYcs6IpCspNo,
,Yes,,,Cultivation Associate,Holistic Industries,Wellness,,,"New Castle, PA",,,,United States,"New Castle, PA    United States",41.0036719,-80.347009,,http://jobviewtrack.com/en-gb/job-4f1b416c5e17000d4e1554066a221b0b114902091d1a45453c1c14525b58/ddae1e1fb138b41c918af74310d3021d.html?affid=e7a8839aa0672d93a3c52df41a2ecb62,,https://drive.google.com/uc?export=view&id=17F1bcfazLAUSZuQ9GYs5NYcs6IpCspNo,
,Yes,,,Packaging Associate,Holistic Industries,Wellness,,,"Capitol Heights, MD",,,,United States,"Capitol Heights, MD    United States",38.8851122,-76.9158068,,http://jobviewtrack.com/en-gb/job-4b4f417d4c07040f401d4e0448201d140a431d091d16287b5c4e46050807491322221b1201040c41000d684218180515/5c86eac0342945a8313df66c12b4391e.html?affid=e7a8839aa0672d93a3c52df41a2ecb62,,https://drive.google.com/uc?export=view&id=17F1bcfazLAUSZuQ9GYs5NYcs6IpCspNo,
,Yes,,,Packaging Supervisor,Holistic Industries,Wellness,,,"Capitol Heights, MD",,,,United States,"Capitol Heights, MD    United States",38.8851122,-76.9158068,,http://jobviewtrack.com/en-gb/job-1d1b417d4c07040f401d4e0448321b17005202011a1c58296d4c4e0f0e094e1a47613b141e0217561d1b06012b1a0f1e155c/42df7f376cc92e74c25152d50cc24e6b.html?affid=e7a8839aa0672d93a3c52df41a2ecb62,,https://drive.google.com/uc?export=view&id=17F1bcfazLAUSZuQ9GYs5NYcs6IpCspNo,
,,,01/23/22,Cultivation Manager,4 Front,Wellness,,,"Worcester, MA",,,,United States,"Worcester, MA    United States",42.2625932,-71.8022934,,http://jobviewtrack.com/en-gb/job-1f1c41604c0a0e09420622201d0d1a0e13410001061d2b1a0e1c1f52/a1aa3b0e01d58c81d199cd7f5bfc8ba4.html?affid=e7a8839aa0672d93a3c52df41a2ecb62,,https://drive.google.com/uc?export=view&id=17F1bcfazLAUSZuQ9GYs5NYcs6IpCspNo,
,,,01/23/22,Logistics Associate,4 Front,Wellness,,,"Elk Grove Village, IL",,,,United States,"Elk Grove Village, IL    United States",42.0039178,-87.9703461,,http://jobviewtrack.com/en-gb/job-4c1841614203061d531d431048201d140a431d091d162867524a44171b07440722221b1201040c41000d68421a1b0a14/eaabeed6f682ee3d539fee3569ec7764.html?affid=e7a8839aa0672d93a3c52df41a2ecb62,,https://drive.google.com/uc?export=view&id=17F1bcfazLAUSZuQ9GYs5NYcs6IpCspNo,
,,,01/22/22,Dispensary Security Associate,4 Front,Wellness,,,"Georgetown, MA",,,,United States,"Georgetown, MA    United States",42.7250918,-70.9911659,,http://jobviewtrack.com/en-gb/job-1b4f417e48071a1c4e00594329121d080649151c0c71794e5e585f0d1b1725355310070207061145762c00005a4e535e4c16166f164618535d/697ef62cf1743085880950a333c42bd5.html?affid=e7a8839aa0672d93a3c52df41a2ecb62,,https://drive.google.com/uc?export=view&id=17F1bcfazLAUSZuQ9GYs5NYcs6IpCspNo,
,,,,Weekend Security Associate,4 Front,Wellness,,,"Elk Grove Village, IL",,,,United States,"Elk Grove Village, IL    United States",42.0039178,-87.9703461,,http://jobviewtrack.com/en-gb/job-1a19417a4801040b491000300d021b150c540d6a3e164f40584349442e1d541b430a09150b653645171d1b1a5e521d6c5e17000d4e1554066a360b020e451a0c6b204f48485f4410166f1644105451/cf772c11e838f61218170f38c546d768.html?affid=e7a8839aa0672d93a3c52df41a2ecb62,,https://drive.google.com/uc?export=view&id=17F1bcfazLAUSZuQ9GYs5NYcs6IpCspNo,
,,,11/14/21,Cannabis Budtender,420 HPC,Wellness,,,"San Francisco, CA",,,,United States,"San Francisco, CA    United States",37.7749295,-122.4194155,,http://jobviewtrack.com/en-gb/job-1b1b416e4c0a010f451d53625f575652/befeb02d5383f6723715499c9df2663d.html?affid=e7a8839aa0672d93a3c52df41a2ecb62,,https://drive.google.com/uc?export=view&id=17F1bcfazLAUSZuQ9GYs5NYcs6IpCspNo,
,,,01/08/22,Cannabis Life Reporter,Advance Local,Wellness,,,"Iselin, NJ",,,,United States,"Iselin, NJ    United States",40.5753817,-74.3223703,,http://jobviewtrack.com/en-gb/job-4f1d417f4814001c531152612b00000904421d1b6b3f434d582c1c515a5b12/507008dc792f0ac0b86eb5aec940f88b.html?affid=e7a8839aa0672d93a3c52df41a2ecb62,,https://drive.google.com/uc?export=view&id=17F1bcfazLAUSZuQ9GYs5NYcs6IpCspNo,
,,,01/23/22,Account Manager,Advanced Nutrients,Wellness,,,"West Hollywood, CA",,,,United States,"West Hollywood, CA    United States",34.0900091,-118.3617443,,http://jobviewtrack.com/en-gb/job-4b4a416c4e07001b4900002e090f0f0000527625081d4b4c585f2f250c0d48014e17695657565c/198d83d7646c9bf3e23de24ef28ed878.html?affid=e7a8839aa0672d93a3c52df41a2ecb62,,https://drive.google.com/uc?export=view&id=17F1bcfazLAUSZuQ9GYs5NYcs6IpCspNo,
,,,01/22/22,ERP Project Manager,Advanced Nutrients,Wellness,,,"West Hollywood, CA",,,,United States,"West Hollywood, CA    United States",34.0900091,-118.3617443,,http://jobviewtrack.com/en-gb/job-484841687f344f3e551b4a060b154e2a044e150f0c01287b4f4247010c1a0739410d09060b1567652638493e4b455c4a48166d2b752400331a0e040206547625081d4b4c585f2c53565f1e/9fcd22e7b76b7dd1a9f1c7be9a6b0a70.html?affid=e7a8839aa0672d93a3c52df41a2ecb62,,https://drive.google.com/uc?export=view&id=17F1bcfazLAUSZuQ9GYs5NYcs6IpCspNo,
,,,01/21/22,Order Picker,Advanced Nutrients,Wellness,,,Michigan,,,,United States,Michigan    United States,44.3148443,-85.6023643,,http://jobviewtrack.com/en-gb/job-4c1941625f000a1c0724490003041c65354917030c0128644f4948166e5d1f42/13c5fc5c6e9873f6bdb312f8bc9ca055.html?affid=e7a8839aa0672d93a3c52df41a2ecb62,,https://drive.google.com/uc?export=view&id=17F1bcfazLAUSZuQ9GYs5NYcs6IpCspNo,
,,,01/21/22,Order Picker/Forklift Operator,Advanced Nutrients,Wellness,,,"Fairfield, CA",,,,United States,"Fairfield, CA    United States",38.2491956,-122.0405151,,http://jobviewtrack.com/en-gb/job-1a4841625f000a1c0724490003041c65234f0603051a4c5f1d625d011d0f531b52612e0e1c0c0949121c6b3c5a4e4f4c590b1d6c771d43080d136f50551744/c3220947d3078ff76c5912a2f42b8e6f.html?affid=e7a8839aa0672d93a3c52df41a2ecb62,,https://drive.google.com/uc?export=view&id=17F1bcfazLAUSZuQ9GYs5NYcs6IpCspNo,
,,,01/20/22,Warehouse Supervisor,Advanced Nutrients,Wellness,,,"Las Vegas, NV",,,,United States,"Las Vegas, NV    United States",36.1699412,-115.1398296,,http://jobviewtrack.com/en-gb/job-1f1c417a4c160a064801530648321b17005202011a1c58296a4c5f010701520745613b141e0217561d1b06012b1a081d1953/aef048336ac6040dc7fa90d9e8e6a850.html?affid=e7a8839aa0672d93a3c52df41a2ecb62,,https://drive.google.com/uc?export=view&id=17F1bcfazLAUSZuQ9GYs5NYcs6IpCspNo,
,,,01/20/22,Safety Specialist,Advanced Nutrients,Wellness,,,"Las Vegas, NV",,,,United States,"Las Vegas, NV    United States",36.1699412,-115.1398296,,http://jobviewtrack.com/en-gb/job-1e48417e4c020a1a5e5473130d0207060949071c6b204b4d585954663c1e4217490204081d13641141585d44/11f420f407b82d72ada9f9fa6be3fc41.html?affid=e7a8839aa0672d93a3c52df41a2ecb62,,https://drive.google.com/uc?export=view&id=17F1bcfazLAUSZuQ9GYs5NYcs6IpCspNo,
,,,01/23/22,Retail Sales Associate,Americannmade,Wellness,,,"Northridge, CA",,,,United States,"Northridge, CA    United States",34.2381251,-118.530123,,http://jobviewtrack.com/en-gb/job-191e417f48100e074b54730204041d47245307070a1a4b5f582f7e05030b545461101b0e0d0e0454116a3b165e4a54410d370e02420722310d150f0e0900351b1a1c49425c5948663c0f4b1153625f555654/e76f851b100001de158dc9248a204439.html?affid=e7a8839aa0672d93a3c52df41a2ecb62,,https://drive.google.com/uc?export=view&id=17F1bcfazLAUSZuQ9GYs5NYcs6IpCspNo,
